date,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2022-07-15,85.77,46.6,398.38,9.04,157.62,150.17,171.12,210.04,11.88,178.23,20.57,172.8,255.01,529.75,173.38,139.92,94.02,51.02,51.75,112.95,177.9,63.43,130.13,62.86
2022-07-18,88.22,48.83,387.28,9.03,161.01,147.07,168.26,207.21,11.96,174.23,20.53,170.95,252.42,519.37,173.49,138.13,95.46,50.28,50.75,111.79,177.25,62.06,128.91,63.68
2022-07-19,89.87,49.54,390.38,9.34,169.92,151.0,170.06,213.66,12.59,171.69,20.8,177.23,256.5,533.45,179.49,130.88,95.69,50.45,51.37,114.56,180.55,64.07,132.13,66.74
2022-07-20,96.08,53.0,395.22,10.11,178.07,153.04,168.26,213.37,12.73,170.71,20.48,178.26,254.58,519.47,179.97,129.18,103.03,49.07,50.82,114.54,184.3,67.66,133.01,67.89
2022-07-21,97.53,55.82,395.2,10.49,180.5,155.35,168.51,216.19,13.0,171.31,18.92,180.03,253.47,522.46,180.99,127.15,104.4,47.66,51.12,115.32,189.0,67.48,133.95,68.13
2022-07-22,88.84,51.65,394.74,9.84,173.19,154.09,169.61,213.7,12.82,172.12,18.4,181.47,253.99,521.41,178.62,128.25,101.95,44.45,51.23,114.76,183.53,64.45,134.12,68.19
2022-07-25,86.71,49.79,399.8,9.68,170.24,152.95,169.85,214.27,12.84,172.46,18.53,181.26,250.38,529.47,181.81,128.54,99.14,44.76,51.77,115.22,182.62,63.4,134.12,68.36
2022-07-26,79.87,45.68,396.81,9.4,165.33,151.6,171.83,212.49,12.54,173.68,18.3,181.42,257.09,531.59,181.23,128.08,91.17,44.92,52.3,113.42,169.17,60.21,140.75,71.51
2022-07-27,86.92,48.68,398.54,10.02,177.9,156.79,171.59,210.47,13.19,173.2,18.39,183.66,258.89,534.61,185.25,129.12,96.42,44.91,51.95,115.24,176.96,64.27,138.86,71.58
2022-07-28,85.17,48.65,406.08,10.13,179.84,157.35,174.84,211.35,14.0,174.2,18.58,190.44,263.46,541.49,187.84,129.22,98.4,45.55,50.72,114.81,182.09,64.39,140.37,73.14
2022-07-29,65.52,50.32,413.81,10.35,181.63,162.51,174.96,212.11,14.69,174.52,18.78,192.46,263.37,542.34,198.25,130.79,98.45,46.19,50.51,115.36,183.6,63.98,143.24,73.91
2022-08-01,71.69,51.16,419.28,10.47,184.41,161.51,176.95,211.36,15.34,173.91,18.73,191.99,264.23,535.38,194.86,132.04,98.53,46.26,50.61,114.21,183.3,65.51,143.36,75.8
2022-08-02,75.71,53.08,428.78,10.92,185.26,160.01,175.49,206.26,15.16,172.92,18.36,189.12,261.05,535.46,183.51,131.81,97.88,45.34,49.69,112.43,188.14,67.01,141.75,74.36
2022-08-03,79.0,58.36,429.3,11.2,188.93,166.13,176.83,208.48,15.69,174.59,18.37,191.5,262.09,540.65,182.87,132.34,104.49,45.33,49.86,113.61,195.32,71.12,143.49,74.74
2022-08-04,81.28,58.43,428.13,11.32,192.15,165.81,175.87,213.47,15.37,171.79,18.27,192.44,260.64,533.75,183.64,131.64,104.07,44.43,49.86,112.36,189.24,71.19,148.12,73.67
2022-08-05,82.26,74.24,426.41,11.45,189.89,165.35,174.55,215.87,15.3,171.11,18.35,192.27,259.23,535.06,185.39,132.48,104.47,44.95,49.27,115.76,191.17,72.34,147.41,74.36
2022-08-08,83.6,73.68,423.86,9.82,177.93,164.87,173.85,213.32,15.78,170.2,18.0,193.97,256.8,536.6,185.81,132.61,107.22,44.54,49.57,114.35,189.52,74.32,148.48,75.18
2022-08-09,78.1,71.63,428.55,9.25,170.86,164.92,174.5,210.26,15.19,170.18,18.1,194.09,260.06,537.26,186.03,129.47,101.43,44.68,49.78,115.38,186.78,69.99,147.84,74.93
2022-08-10,81.08,78.61,429.99,9.59,180.97,169.24,175.94,212.1,15.5,170.67,18.01,197.23,261.36,537.72,190.72,131.5,105.69,44.84,49.95,118.39,200.8,75.39,149.38,77.14
2022-08-11,80.65,74.95,428.85,9.42,179.42,168.49,175.04,211.08,15.83,167.14,18.04,198.51,259.28,532.86,194.0,132.54,102.49,44.78,48.29,120.14,198.06,72.34,149.66,78.9
2022-08-12,83.81,77.63,434.24,9.91,187.09,172.1,177.33,211.33,16.18,165.3,18.27,200.87,262.18,543.7,196.84,134.01,104.15,45.15,50.11,122.13,200.87,74.34,152.24,79.93
2022-08-15,84.38,78.08,438.01,9.91,190.32,173.19,179.28,216.42,16.32,166.09,18.39,202.25,265.44,544.64,195.95,134.93,107.11,45.56,49.75,122.46,201.82,75.85,151.43,79.81
2022-08-16,84.12,77.8,440.16,9.74,188.79,173.03,180.32,217.14,16.43,167.57,18.57,203.67,266.29,546.12,197.52,136.56,106.02,45.8,49.86,123.63,200.41,73.77,150.26,81.07
2022-08-17,78.42,74.51,441.59,9.43,183.35,174.55,180.22,214.52,16.03,167.58,18.42,202.78,266.82,545.0,195.93,137.79,101.72,45.34,49.27,122.59,196.89,69.59,147.43,79.92
2022-08-18,77.91,73.04,439.35,9.15,187.73,174.15,180.4,215.25,16.15,166.77,18.43,203.72,266.58,545.22,197.35,139.07,101.77,44.19,48.58,121.64,195.76,69.75,146.68,79.21
2022-08-19,74.15,68.53,440.03,8.51,178.49,171.52,180.17,212.82,15.88,169.31,18.43,201.56,266.54,548.32,195.6,138.37,96.21,44.42,49.15,118.63,190.52,65.92,145.2,77.72
2022-08-22,70.99,65.78,432.33,8.07,170.34,167.57,178.45,208.61,15.08,167.59,18.13,197.84,262.95,544.57,191.76,135.55,93.5,44.17,48.9,116.67,185.88,63.06,141.59,74.78
2022-08-23,68.85,65.26,433.12,8.01,171.81,167.23,178.37,206.8,15.32,166.13,18.06,197.55,260.54,535.8,197.21,134.74,93.51,43.47,48.01,115.52,192.36,61.04,141.75,76.1
2022-08-24,69.01,66.15,433.71,8.1,172.22,167.53,179.26,206.67,15.52,165.58,18.01,197.79,260.86,536.46,194.16,133.23,96.63,43.55,47.43,115.8,194.62,60.95,141.04,76.74
2022-08-25,73.43,68.24,438.64,8.42,179.13,170.03,179.27,209.82,15.93,167.13,18.09,200.43,262.56,541.57,198.88,133.98,98.57,43.74,47.9,118.55,202.94,61.94,142.76,78.14
2022-08-26,68.32,64.39,431.13,7.94,162.6,163.62,175.04,202.89,15.41,164.27,17.89,193.06,256.95,529.25,191.92,130.38,93.48,43.25,46.82,114.67,194.56,58.02,129.14,75.27
2022-08-29,67.01,64.23,429.68,7.81,158.01,161.38,174.49,202.33,15.57,163.0,17.78,192.42,255.66,529.77,191.78,130.31,89.8,43.33,46.23,114.39,192.05,58.0,126.44,76.05
2022-08-30,67.01,63.78,425.11,7.79,154.68,158.91,172.99,201.38,15.45,162.43,17.82,190.7,253.49,522.84,186.94,129.58,91.16,42.53,45.85,114.41,193.295,58.57,124.86,75.13
2022-08-31,68.0,62.57,420.11,7.72,150.94,157.22,172.27,198.71,15.24,161.34,17.54,189.35,252.28,519.33,184.71,128.45,91.4,41.81,45.23,113.73,182.61,58.22,124.35,73.44
2022-09-01,68.3,59.32,422.61,7.49,139.37,157.96,172.85,200.13,15.19,165.34,17.5,190.73,256.47,524.0,182.44,129.66,60.6,41.81,46.63,114.51,172.97,55.7,125.63,73.08
2022-09-02,65.99,58.71,418.57,7.4,136.47,155.81,170.66,197.76,15.16,162.74,17.19,186.89,254.51,516.35,180.83,127.79,64.63,41.3,45.7,113.71,172.45,54.45,121.65,72.43
2022-09-06,63.73,58.55,417.78,7.28,134.65,154.53,169.51,198.64,15.03,163.18,16.79,185.6,254.39,517.68,180.66,126.72,60.66,41.1,45.76,113.74,171.15,53.8,116.6,72.16
2022-09-07,65.54,61.02,420.14,7.39,137.14,155.96,173.25,200.42,15.43,164.07,16.87,189.09,258.42,521.68,180.86,127.71,61.19,41.08,46.13,115.9,171.96,55.14,120.55,73.58
2022-09-08,69.27,62.58,419.65,7.53,139.9,154.46,172.67,200.71,15.47,165.39,16.77,187.82,260.08,527.51,183.15,128.47,62.67,41.32,47.08,118.6,179.875,57.95,119.27,73.77
2022-09-09,71.55,65.83,421.53,7.79,143.87,157.37,173.22,205.2,15.42,165.71,17.03,191.69,259.52,524.34,189.49,129.19,64.7,42.24,47.84,119.17,190.86,64.04,123.1,74.04
2022-09-12,72.01,66.94,418.64,8.01,145.05,163.43,173.9,206.63,15.54,165.64,17.38,192.03,260.37,531.25,192.4,130.66,64.8,42.76,47.76,120.58,195.1,65.66,124.25,75.32
2022-09-13,68.05,59.85,409.33,7.48,131.31,153.84,167.41,199.67,14.74,161.33,16.83,184.98,254.33,513.96,184.31,127.25,61.48,41.75,46.19,116.39,184.7,60.93,120.47,70.84
2022-09-14,68.35,61.42,416.63,7.63,131.28,155.31,168.68,199.41,14.66,164.66,16.77,179.97,255.72,509.77,184.65,127.69,60.8,41.28,46.15,116.12,184.11,60.55,117.53,70.03
2022-09-15,73.81,60.95,413.59,8.01,129.29,152.37,165.88,195.37,14.89,165.08,16.76,176.86,253.47,522.91,182.49,125.49,62.54,41.03,45.94,117.87,178.86,60.28,116.42,68.91
2022-09-16,71.35,58.92,414.29,7.78,131.98,150.7,166.97,193.3,14.72,167.6,16.74,177.35,254.91,521.02,179.47,127.27,59.01,41.25,46.03,117.08,171.01,56.58,116.61,66.39
2022-09-19,73.02,61.2,416.52,7.86,133.82,154.48,168.73,193.13,14.93,166.28,16.76,178.63,257.01,523.55,182.11,127.73,58.91,41.24,45.44,118.16,175.39,56.48,116.64,67.05
2022-09-20,68.4,61.13,420.58,7.62,131.76,156.9,168.92,192.07,13.09,164.97,16.56,177.01,255.4,522.8,177.99,126.3,58.5,40.59,44.77,115.83,173.87,55.54,116.52,66.59
2022-09-21,65.625,61.6,420.2,7.69,132.61,153.72,168.44,187.02,13.05,163.28,16.25,174.3,251.08,512.08,171.95,124.93,56.97,39.48,43.92,112.49,169.25,54.6,114.81,65.22
2022-09-22,60.89,56.92,422.08,7.37,125.61,152.74,168.6,185.79,12.77,166.18,16.24,173.25,247.94,517.46,170.55,125.31,55.26,39.93,44.57,111.21,161.28,54.0,114.14,65.36
2022-09-23,59.88,54.43,413.07,7.4,125.16,150.43,168.52,183.96,12.31,166.72,16.01,171.38,245.95,513.61,164.24,122.71,54.18,39.52,44.08,109.14,160.39,52.39,112.99,64.55
2022-09-26,58.18,53.78,407.65,7.53,122.28,150.77,168.45,180.59,11.99,165.7,15.67,170.07,243.76,508.36,162.62,122.01,52.84,38.93,43.83,106.79,159.35,51.67,113.0,64.35
2022-09-27,58.89,56.48,399.74,7.63,124.13,151.76,166.01,177.87,11.91,164.94,15.73,170.07,236.7,508.37,162.44,121.74,54.07,38.89,44.09,105.85,162.58,52.63,112.41,64.47
2022-09-28,61.11,57.5,400.0,7.94,127.36,149.84,168.67,179.18,12.18,166.36,15.83,173.83,236.94,513.94,167.76,122.76,55.65,39.39,44.43,107.99,167.25,55.31,114.28,64.46
2022-09-29,56.78,54.85,389.79,8.08,122.2,142.48,166.61,180.06,11.47,164.53,15.53,170.07,234.4,508.83,165.9,121.63,56.8,38.64,44.16,106.16,165.7,55.2,112.3,62.73
2022-09-30,56.4,55.31,386.29,8.13,121.39,138.2,163.26,177.65,11.2,163.36,15.34,166.97,230.74,505.04,164.08,118.81,56.87,37.97,43.76,104.5,164.81,53.47,110.5,61.91
2022-10-03,59.56,55.79,399.74,8.24,125.12,142.45,165.25,181.65,11.47,163.2,15.9,173.04,235.34,515.51,171.23,121.51,57.82,39.16,44.14,107.73,169.31,52.93,113.22,63.6
2022-10-04,62.4,60.52,406.11,8.46,131.67,146.1,167.11,185.65,12.36,165.62,16.09,178.19,238.5,523.17,179.63,125.5,59.77,39.81,44.46,112.77,175.07,55.88,115.62,67.54
2022-10-05,59.7,60.78,402.51,8.42,132.09,146.4,166.0,187.67,12.51,165.11,15.93,177.81,239.09,527.07,178.38,125.74,59.49,39.4,44.12,110.39,176.7,53.89,115.17,67.44
2022-10-06,59.39,61.02,399.61,8.47,131.3,145.43,162.8,185.59,12.36,161.91,15.32,175.04,234.75,519.13,178.81,122.23,58.01,37.84,43.09,108.14,178.39,51.57,111.12,66.22
2022-10-07,55.08,55.39,403.96,8.15,120.76,140.09,161.61,183.83,12.2,160.2,14.94,171.41,233.19,504.85,177.55,118.82,53.72,36.85,42.32,105.98,171.88,47.83,107.52,64.56
2022-10-10,53.61,51.39,409.99,8.06,116.7,140.42,161.82,182.18,11.36,160.41,14.9,171.89,234.95,498.86,178.67,117.75,52.02,36.62,41.75,104.99,161.08,46.27,108.46,64.98
2022-10-11,51.7,49.98,411.06,8.04,115.86,138.98,162.59,179.14,11.56,162.73,14.81,173.62,237.05,499.81,179.75,117.8,50.76,35.94,41.92,101.96,155.79,44.54,108.84,64.0
2022-10-12,53.06,51.46,397.42,8.07,115.0,138.34,169.39,178.24,11.54,162.69,14.63,172.79,237.06,499.96,179.5,117.57,50.77,35.68,42.03,103.61,152.99,45.35,108.95,64.74
2022-10-13,51.94,49.88,405.96,8.08,119.6,142.99,174.61,184.66,11.77,165.15,15.12,177.55,246.75,509.91,183.14,121.79,51.41,36.4,42.98,109.37,152.6,46.2,114.26,67.94
2022-10-14,49.28,45.7,389.41,7.53,112.27,138.38,170.19,182.62,11.67,164.46,14.99,174.16,243.16,513.13,178.19,120.04,49.12,36.38,42.86,111.19,145.98,44.0,113.63,67.57
2022-10-17,52.56,51.72,397.31,7.94,118.88,142.41,172.73,185.25,11.83,166.59,15.31,177.04,246.48,521.88,180.8,121.52,52.03,37.18,43.65,115.86,151.61,46.16,113.86,68.63
2022-10-18,53.23,53.09,431.84,8.16,119.67,143.75,175.06,187.17,12.03,166.01,15.6,179.88,249.19,522.21,183.55,122.94,54.41,37.07,44.09,118.84,156.88,48.49,115.95,70.7
2022-10-19,51.1,51.63,439.96,7.91,120.51,143.86,173.36,186.41,12.13,164.69,15.54,179.28,250.75,520.32,184.41,122.51,53.83,36.57,43.11,116.51,152.54,46.55,114.2,70.53
2022-10-20,51.88,53.63,444.34,8.04,121.94,143.39,171.46,187.22,11.77,165.11,16.74,177.64,249.77,520.88,180.54,128.3,54.4,37.0,42.91,116.13,153.88,46.66,113.11,69.97
2022-10-21,50.15,54.38,454.61,8.29,124.66,147.27,173.06,190.37,12.19,168.71,17.1,182.81,254.55,533.73,190.22,129.9,55.01,35.35,44.95,122.23,156.32,47.81,116.81,72.82
2022-10-24,50.62,53.92,457.46,8.27,125.99,149.45,177.68,190.71,12.48,170.98,17.51,186.9,255.32,541.6,191.3,132.69,54.71,35.97,45.54,122.38,157.97,48.47,118.38,73.36
2022-10-25,55.34,57.55,460.15,8.66,132.61,152.34,178.27,194.38,12.83,170.71,17.69,189.65,255.73,540.22,194.84,132.93,58.31,36.43,45.59,122.7,162.11,50.23,118.5,73.0
2022-10-26,52.6,55.58,462.56,8.57,128.96,149.35,179.07,203.33,12.82,172.21,18.14,190.27,256.61,543.17,196.96,135.01,56.98,36.43,46.06,124.11,161.77,48.99,122.7,75.46
2022-10-27,52.27,55.98,471.93,8.6,131.76,144.8,178.88,204.29,13.0,172.31,18.03,196.49,265.11,541.8,212.14,134.77,56.53,36.18,45.74,124.6,164.73,48.24,122.8,76.0
2022-10-28,54.55,55.35,484.87,8.64,138.34,155.74,182.23,209.34,13.26,174.87,18.48,204.93,274.52,551.24,219.34,138.51,57.29,37.67,47.43,126.08,163.65,48.73,126.6,78.33
2022-10-31,55.54,56.32,486.68,8.79,134.97,153.34,181.58,207.16,13.37,173.97,18.23,204.02,272.66,555.15,216.46,138.29,56.12,37.37,46.55,125.88,161.2,48.3,125.79,77.81
2022-11-01,56.79,55.58,485.63,8.65,135.43,150.65,180.76,206.93,13.4,173.09,18.35,203.1,272.95,547.31,218.5,138.2,55.0,37.37,48.01,128.15,160.53,47.89,125.3,78.21
2022-11-02,54.32,49.94,482.06,8.22,132.19,145.03,178.24,200.95,13.06,170.43,18.43,200.47,270.37,543.43,214.54,136.83,50.93,37.71,47.07,126.97,147.99,43.16,122.86,77.4
2022-11-03,51.84,50.37,484.82,8.08,134.21,138.88,177.78,194.75,13.26,170.72,18.17,204.39,272.95,543.61,219.26,134.47,50.15,37.15,46.57,127.2,141.53,42.43,122.85,78.38
2022-11-04,49.59,41.09,481.67,7.93,141.56,138.38,178.78,196.98,13.51,171.48,18.32,207.85,274.62,538.17,227.85,136.96,45.02,37.24,47.22,130.68,127.56,40.86,124.84,81.07
2022-11-07,50.37,39.02,488.63,7.02,143.01,138.92,180.21,200.1,13.7,172.98,18.36,209.77,276.41,545.02,228.61,138.34,47.24,37.19,47.09,131.37,124.68,42.51,124.68,83.46
2022-11-08,51.14,40.36,494.12,7.21,146.02,139.5,180.71,201.78,13.72,173.84,18.57,211.36,278.4,553.05,229.81,140.04,47.7,37.87,47.35,131.45,127.0,41.2,125.35,84.0
2022-11-09,48.11,37.84,485.18,6.98,137.76,134.87,178.55,193.93,13.31,172.45,18.38,208.63,277.79,540.66,225.54,137.39,45.51,37.62,46.72,129.74,122.36,39.8,123.83,83.15
2022-11-10,55.51,47.27,490.77,7.64,157.5,146.87,181.7,205.57,14.18,174.47,18.84,214.8,275.88,544.17,232.45,141.23,49.25,38.52,47.38,135.08,135.76,45.5,129.15,85.38
2022-11-11,61.3,53.71,463.86,8.41,163.27,149.7,178.05,205.0,14.5,169.25,19.05,212.73,271.39,522.08,236.49,143.17,54.35,38.3,47.6,135.3,143.12,53.0,132.98,86.31
2022-11-14,58.53,52.21,462.04,8.1,162.95,148.28,176.73,206.86,14.06,171.91,19.06,213.0,272.27,513.75,236.5,144.2,51.41,38.31,49.24,133.91,142.01,51.55,131.03,85.83
2022-11-15,59.07,56.4,467.25,8.34,166.66,150.04,177.19,209.99,14.3,172.39,19.02,215.43,267.84,503.01,234.59,144.34,53.42,37.7,48.57,132.94,148.3,53.32,131.22,87.14
2022-11-16,56.88,52.68,466.24,8.06,159.1,148.79,178.33,210.14,13.9,173.46,18.93,214.0,272.51,511.52,232.42,144.52,50.42,37.88,48.05,133.12,143.65,49.55,128.74,84.9
2022-11-17,56.41,48.4,472.77,7.62,156.77,150.72,180.03,210.99,13.91,174.86,18.95,214.51,273.36,515.31,230.44,146.09,49.07,38.16,48.33,132.54,139.23,47.44,127.15,85.39
2022-11-18,55.65,47.01,476.82,7.39,154.09,151.29,181.33,210.8,13.99,176.2,18.97,214.53,273.37,530.0,231.43,147.64,49.86,38.55,48.23,133.84,138.99,46.0,126.76,85.48
2022-11-21,53.66,45.32,480.94,7.19,153.17,148.01,184.82,206.32,13.95,175.97,18.84,216.56,274.52,517.19,232.17,146.68,48.29,38.62,48.18,133.05,135.56,44.18,127.63,85.89
2022-11-22,54.36,44.97,479.5,7.22,160.38,150.18,184.84,210.33,14.07,176.82,19.0,218.76,274.76,523.09,237.26,149.1,47.97,39.2,49.08,135.04,135.8,43.86,128.6,87.3
2022-11-23,56.51,46.79,481.07,7.37,165.19,151.07,185.08,211.73,14.03,177.01,19.09,218.91,273.27,529.71,236.92,148.75,50.74,38.92,48.85,136.48,140.89,46.35,128.0,87.87
2022-11-25,56.08,46.3,483.46,7.28,162.7,148.11,184.11,213.79,14.08,177.24,19.12,220.05,275.0,537.62,235.7,148.37,50.09,39.02,49.21,136.74,140.05,46.03,129.04,88.14
2022-11-28,53.91,45.56,483.21,7.16,158.27,144.22,183.89,211.26,13.73,177.33,18.82,215.77,272.88,532.27,232.3,146.18,50.2,38.24,49.57,134.35,139.45,45.79,124.64,85.47
2022-11-29,54.18,44.61,484.1,7.08,156.39,141.17,182.59,209.06,13.75,176.09,19.01,216.72,271.41,528.0,235.12,146.49,51.25,38.34,49.49,136.56,138.0,44.56,126.13,85.66
2022-11-30,59.37,49.14,485.19,7.5,169.23,148.03,185.51,217.0,13.9,178.0,19.28,219.55,272.79,547.76,236.41,148.9,53.32,38.98,50.13,138.18,117.65,47.07,125.97,85.97
2022-12-01,59.78,49.57,483.69,7.86,171.35,148.31,185.9,217.0,14.08,178.74,19.19,217.39,273.4,536.91,235.69,149.16,67.43,38.33,51.08,136.24,124.07,48.29,125.99,85.26
2022-12-02,60.73,48.37,496.23,7.66,168.76,147.81,185.69,217.66,13.86,178.88,19.02,219.08,273.4,536.16,236.13,148.67,65.08,38.18,50.91,135.16,124.0,46.6,126.99,86.88
2022-12-05,56.42,43.25,490.67,7.19,166.1,146.63,183.12,213.68,13.38,178.78,18.75,215.6,271.59,535.04,232.57,147.41,61.94,37.07,50.73,131.37,118.33,42.44,124.63,84.66
2022-12-06,51.2,43.6,484.0,6.99,159.87,142.91,181.63,209.08,13.28,176.1,19.17,213.19,271.77,539.32,228.29,147.5,61.89,36.89,49.71,131.59,113.83,41.83,124.58,85.28
2022-12-07,51.22,44.27,481.2,7.07,161.2,140.94,182.18,207.81,13.1,177.17,19.3,213.45,270.34,542.91,228.98,147.27,61.66,37.17,50.24,131.5,113.2,42.08,126.35,85.0
2022-12-08,50.91,49.2,485.38,7.12,171.69,142.65,183.78,209.1,13.12,177.2,19.12,213.35,273.39,547.92,230.92,147.78,63.82,37.1,51.78,132.88,114.24,43.75,126.0,83.63
2022-12-09,51.74,48.42,483.58,7.11,170.01,142.16,183.1,208.7,13.18,175.74,19.09,211.63,272.04,539.2,227.29,147.05,64.42,37.4,51.72,132.16,115.08,49.16,125.76,81.45
2022-12-12,51.54,50.92,486.32,7.29,175.35,144.49,183.97,214.59,13.46,177.84,19.3,214.5,276.62,545.86,233.06,149.21,68.49,37.95,52.16,134.21,118.54,54.07,126.85,83.21
2022-12-13,52.53,51.74,480.22,7.5,180.72,145.47,183.87,213.04,13.57,179.21,19.12,214.96,274.28,538.22,235.49,150.57,70.52,37.86,53.07,134.08,120.99,58.03,127.29,82.88
2022-12-14,50.5,52.32,485.19,7.35,176.74,143.21,183.36,213.32,13.48,179.76,18.9,214.72,274.53,538.36,234.48,149.86,70.91,37.45,54.48,133.41,120.57,59.55,126.09,81.47
2022-12-15,46.58,49.06,478.79,7.01,169.52,136.5,180.25,207.91,13.03,177.49,18.47,208.97,271.73,527.68,230.66,142.36,67.98,37.77,53.61,130.1,114.99,56.31,122.38,78.81
2022-12-16,45.85,47.54,481.79,6.9,165.71,134.51,180.34,206.89,12.12,175.67,18.49,209.74,266.12,523.7,232.72,140.16,67.92,37.12,51.4,129.29,111.5,56.27,121.69,77.65
2022-12-19,44.5,45.07,481.79,6.35,162.54,132.37,181.34,204.82,11.69,175.48,17.86,209.41,265.83,523.6,232.29,138.87,65.35,37.03,51.36,130.06,108.09,54.22,122.13,78.06
2022-12-20,43.0,46.51,486.15,6.31,160.85,132.3,181.23,205.36,11.47,175.67,18.07,211.49,267.25,520.21,235.14,141.28,66.27,36.99,51.32,130.69,109.83,54.1,120.81,80.33
2022-12-21,42.95,46.51,487.65,6.5,165.01,135.45,182.5,206.81,11.78,177.68,18.15,215.1,268.16,527.54,241.73,142.14,67.94,37.78,51.66,132.16,107.35,56.58,123.46,82.98
2022-12-22,42.36,45.32,479.3,6.32,153.39,132.23,181.09,205.06,11.31,177.03,18.27,212.31,265.77,527.09,237.54,140.88,67.81,38.31,51.64,130.66,103.97,54.24,121.59,81.77
2022-12-23,41.35,43.78,483.29,6.29,152.06,131.86,182.26,205.83,11.36,177.48,18.31,213.87,267.57,531.31,239.87,141.65,67.04,38.41,51.83,131.28,101.99,53.9,120.14,81.79
2022-12-27,39.23,42.58,485.5,6.0,141.21,130.03,183.07,206.29,11.2,177.43,18.46,214.89,266.84,531.99,243.14,142.42,64.96,39.25,51.13,131.74,100.66,52.42,120.22,82.84
2022-12-28,38.8,42.22,483.22,6.07,140.36,126.04,181.75,204.99,10.95,176.66,18.22,212.19,265.11,528.45,239.38,140.02,65.38,38.81,50.8,132.46,99.96,52.77,118.29,81.97
2022-12-29,40.56,45.36,487.05,6.4,146.03,129.61,181.98,208.06,11.54,177.56,18.45,214.75,265.93,529.88,240.2,141.06,68.37,39.26,51.33,133.22,104.57,55.75,120.57,83.75
2022-12-30,40.7,45.21,486.49,6.42,146.14,129.93,180.66,207.76,11.63,176.65,18.41,214.3,263.53,530.18,239.56,140.89,68.33,39.4,51.24,134.1,105.29,55.42,119.92,83.79
2023-01-03,40.56,43.02,477.53,6.39,143.15,125.07,179.41,207.39,11.68,178.19,18.74,214.3,264.33,518.64,238.88,141.55,69.55,40.12,51.26,135.12,103.28,56.75,122.47,84.98
2023-01-04,42.35,43.05,476.5,6.58,147.49,126.36,178.97,212.61,12.01,180.13,19.14,210.04,264.39,504.5,241.36,142.6,70.18,41.13,50.13,136.38,104.365,56.27,125.15,70.2
2023-01-05,42.76,38.91,477.07,6.32,142.65,125.02,177.1,211.11,12.25,178.8,19.21,204.47,262.16,489.96,240.28,141.11,66.76,41.7,49.66,135.35,94.89,53.93,122.96,71.29
2023-01-06,43.6,39.9,473.24,6.4,148.59,129.62,181.1,217.75,12.58,180.25,19.53,210.27,269.47,490.0,248.86,143.7,68.03,42.19,50.92,137.94,94.72,54.54,126.72,71.94
2023-01-09,45.19,40.4,458.99,6.5,156.28,130.15,179.33,218.6,12.69,175.58,19.04,210.67,267.25,490.06,246.62,143.55,69.02,41.37,48.39,137.37,96.57,56.51,126.79,72.67
2023-01-10,47.12,41.8,462.29,6.7,159.09,130.73,177.85,221.09,12.84,175.16,19.47,211.34,268.91,486.0,250.51,144.8,67.99,41.95,47.62,138.6,95.67,58.05,128.13,75.27
2023-01-11,48.97,43.53,463.0,6.98,160.01,133.49,178.05,222.1,13.22,174.88,19.41,212.3,268.81,493.4,250.73,145.26,64.9,41.18,47.45,139.63,97.0,59.6,129.12,77.69
2023-01-12,49.15,43.48,461.74,7.01,165.11,133.41,175.78,223.62,13.43,174.0,19.41,215.98,266.69,495.67,255.07,145.55,65.85,41.81,47.71,139.49,97.98,58.7,129.35,78.86
2023-01-13,50.82,43.93,449.83,6.96,168.99,134.76,175.24,223.06,12.72,173.43,19.55,216.61,268.89,489.57,258.46,145.89,69.76,41.86,47.85,143.01,99.53,58.34,129.51,80.2
2023-01-17,51.03,46.36,447.16,7.07,177.02,135.94,176.06,223.0,12.67,172.36,19.33,212.24,274.11,485.08,256.26,145.19,71.12,40.85,46.08,140.8,104.43,59.72,126.6,80.49
2023-01-18,50.24,44.25,441.27,6.9,173.77,135.21,171.62,219.46,12.41,169.76,19.02,204.24,266.04,476.24,252.82,140.41,68.59,39.97,45.0,136.57,101.0,57.5,122.75,79.27
2023-01-19,49.94,42.7,439.31,6.73,167.65,135.27,169.63,220.41,12.18,169.53,18.94,200.66,263.58,484.36,245.75,140.62,67.67,40.06,44.96,134.75,99.85,53.99,118.43,76.86
2023-01-20,52.39,45.6,443.28,7.02,178.39,137.87,169.88,224.31,12.4,168.74,19.23,202.03,268.58,486.72,249.71,141.2,68.7,40.0,45.11,135.08,103.41,56.51,120.65,77.68
2023-01-23,54.64,47.62,441.28,7.38,191.93,141.11,169.12,224.18,12.8,168.31,19.1,204.46,269.29,485.81,252.7,141.86,69.83,39.63,44.98,137.27,106.3,58.69,122.62,79.77
2023-01-24,52.61,46.67,449.23,7.02,192.65,142.53,170.69,223.89,12.74,168.31,19.16,206.93,269.56,491.6,257.61,141.49,68.7,40.42,44.71,138.45,104.6,57.95,115.0,80.7
2023-01-25,52.15,46.16,454.16,7.22,193.23,141.86,171.93,224.9,12.79,169.51,20.42,206.67,273.0,492.5,258.44,140.76,67.96,40.33,45.07,139.12,100.82,57.33,112.93,80.79
